Strain,Stress,Temp,Rate
0.04413017599999999,347.2004038,293,0.0001
0.044279806,347.4518471,293,0.0001
0.044434565,347.7627369,293,0.0001
0.044592103,347.98334769999997,293,0.0001
0.044753952,348.3180627,293,0.0001
0.044914605,348.56220310000003,293,0.0001
0.045078239000000006,348.8518747,293,0.0001
0.045228532,349.151583,293,0.0001
0.045387227999999995,349.4288373,293,0.0001
0.045544253,349.7294762,293,0.0001
0.045685974000000004,349.9549276,293,0.0001
0.045830903,350.2700398,293,0.0001
0.045989005,350.4939246,293,0.0001
0.046142832,350.79621069999996,293,0.0001
0.046297954,351.0563368,293,0.0001
0.046459827999999995,351.401105,293,0.0001
0.046606824000000005,351.62526099999997,293,0.0001
0.04675867,351.93899289999996,293,0.0001
0.046907829000000005,352.2269464,293,0.0001
0.047056368,352.48790660000003,293,0.0001
0.047201661,352.7262958,293,0.0001
0.047346775,352.99086189999997,293,0.0001
0.047506835,353.2247202,293,0.0001
0.04765302,353.47989739999997,293,0.0001
0.047808692,353.7857092,293,0.0001
0.047957827,354.0230376,293,0.0001
0.048111542,354.31696400000004,293,0.0001
0.048270077,354.5713579,293,0.0001
0.048419449,354.89987379999997,293,0.0001
0.04857342,355.10898389999994,293,0.0001
0.048728164000000004,355.4273222,293,0.0001
0.048891097,355.6726258,293,0.0001
0.049038042000000004,355.9226003,293,0.0001
0.049197105,356.1807153,293,0.0001
0.049356812,356.44491439999996,293,0.0001
0.049514563,356.7093258,293,0.0001
0.049672100000000004,356.9715834,293,0.0001
0.049815701,357.2958109,293,0.0001
0.049977716,357.5064145,293,0.0001
0.050127392,357.80408839999996,293,0.0001
0.050283634,357.9930022,293,0.0001
0.050443112000000005,358.3041784,293,0.0001
0.050578214,358.5432581,293,0.0001
0.050729805999999995,358.838778,293,0.0001
0.050888417000000005,359.0892684,293,0.0001
0.051051106,359.31715330000003,293,0.0001
0.051205926,359.53977960000003,293,0.0001
0.051350797000000004,359.8245481,293,0.0001
0.051508122,360.0784196,293,0.0001
0.051660962000000005,360.299754,293,0.0001
0.051814772,360.6063883,293,0.0001
0.05197751900000001,360.8533418,293,0.0001
0.052142122,361.1397417,293,0.0001
0.052307680999999995,361.3963662,293,0.0001
0.052454983,361.6736601,293,0.0001
0.052609127,361.8873673,293,0.0001
0.05276925,362.1766723,293,0.0001
0.052917205,362.3936248,293,0.0001
0.053077062,362.6290744,293,0.0001
0.05323622099999999,362.87093,293,0.0001
0.053391579,363.1655685,293,0.0001
0.053551352,363.38425,293,0.0001
0.053711543,363.6161937,293,0.0001
0.053860567000000005,363.9025832,293,0.0001
0.054002571,364.11695360000004,293,0.0001
0.054146439000000005,364.4364273,293,0.0001
0.054307812000000004,364.6572856,293,0.0001
0.054452185,364.9287881,293,0.0001
0.054604188,365.1281412,293,0.0001
0.054764719,365.39308769999997,293,0.0001
0.054920189,365.6222568,293,0.0001
0.055064387,365.8736308,293,0.0001
0.055210342,366.10422719999997,293,0.0001
0.055362648,366.3448682,293,0.0001
0.055507645999999994,366.5994962,293,0.0001
0.055653931,366.8294393,293,0.0001
0.055809062,367.0834607,293,0.0001
0.055965441,367.3042688,293,0.0001
0.056118362000000005,367.58999710000006,293,0.0001
0.056273348,367.8390864,293,0.0001
0.056434588,368.1223917,293,0.0001
0.05659062,368.2939263,293,0.0001
0.056746274000000006,368.55978999999996,293,0.0001
0.056899653,368.78076150000004,293,0.0001
0.057054977,369.03786460000003,293,0.0001
0.057219135,369.2456578,293,0.0001
0.057373382,369.5005181,293,0.0001
0.05753949,369.73965689999994,293,0.0001
0.057700449,369.99845930000004,293,0.0001
0.057865997,370.3050651,293,0.0001
0.058025621,370.4985452,293,0.0001
0.058184972,370.7494823,293,0.0001
0.05833559,370.969332,293,0.0001
0.058487023,371.2291784,293,0.0001
0.058645145999999995,371.3935005,293,0.0001
0.058818706,371.659534,293,0.0001
0.058975377,371.8599021,293,0.0001
0.059139348,372.12424219999997,293,0.0001
0.059292023,372.33542610000006,293,0.0001
0.059433547999999996,372.5918716,293,0.0001
0.059583869000000005,372.8406873,293,0.0001
0.05973563,373.0898948,293,0.0001
0.059893731,373.3422335,293,0.0001
0.060051219,373.5613326,293,0.0001
0.060203263,373.7836244,293,0.0001
0.060363835,373.9853632,293,0.0001
0.060522504000000005,374.2722048,293,0.0001
0.060679292,374.48187010000004,293,0.0001
0.060833022,374.731751,293,0.0001
0.060983422,374.9138195,293,0.0001
0.061146027,375.1506011,293,0.0001
0.061312637,375.351015,293,0.0001
0.061469275999999996,375.6168454,293,0.0001
0.06164517,375.8412928999999,293,0.0001
0.061813332,376.0573393,293,0.0001
0.061979516,376.3373561,293,0.0001
0.06214182,376.5520066,293,0.0001
0.062305843,376.78868660000006,293,0.0001
0.06246687099999999,376.9540879,293,0.0001
0.06261994900000001,377.218588,293,0.0001
0.06278302200000001,377.4301845,293,0.0001
0.062951625,377.7070785,293,0.0001
0.06311761099999999,377.90063330000004,293,0.0001
0.063283647,378.1472711,293,0.0001
0.063445282,378.3699775,293,0.0001
0.063611373,378.6250298,293,0.0001
0.06377047200000001,378.8448792,293,0.0001
0.063928833,379.04772030000004,293,0.0001
0.064086669,379.3026602,293,0.0001
0.064246432,379.501305,293,0.0001
0.064406495,379.7502835,293,0.0001
0.06456036700000001,379.9350673,293,0.0001
0.064718833,380.1700054,293,0.0001
0.064876981,380.33160449999997,293,0.0001
0.065042356,380.628741,293,0.0001
0.065196065,380.84245669999996,293,0.0001
0.065352925,381.0681348,293,0.0001
0.065505156,381.2711186,293,0.0001
0.06566024599999999,381.5406386,293,0.0001
0.065818116,381.7456747,293,0.0001
0.065971738,381.95423239999997,293,0.0001
0.066135554,382.1652795,293,0.0001
0.066290772,382.32637789999995,293,0.0001
0.066451087,382.54338989999997,293,0.0001
0.066606427,382.73747349999996,293,0.0001
0.066759347,382.97794619999996,293,0.0001
0.066916728,383.1318883,293,0.0001
0.06706814400000001,383.39187210000006,293,0.0001
0.06722950400000001,383.59779689999993,293,0.0001
0.06737895599999999,383.8402432,293,0.0001
0.067541367,384.04864489999994,293,0.0001
0.067703914,384.291291,293,0.0001
0.067864353,384.49240469999995,293,0.0001
0.068028012,384.69789610000004,293,0.0001
0.068187498,384.9674211,293,0.0001
0.068344275,385.10840210000003,293,0.0001
0.068506498,385.3495686,293,0.0001
0.068670587,385.5464892,293,0.0001
0.06882238,385.81478960000004,293,0.0001
0.068986423,385.9725327,293,0.0001
0.069157074,386.21020269999997,293,0.0001
0.069322698,386.4204597,293,0.0001
0.069477327,386.6714688,293,0.0001
0.069637616,386.8902434,293,0.0001
0.06979490599999999,387.1220173,293,0.0001
0.069950789,387.2963461,293,0.0001
0.070108992,387.5044356,293,0.0001
0.070270982,387.73920649999997,293,0.0001
0.070426667,387.89752189999996,293,0.0001
0.070590842,388.0955409,293,0.0001
0.070741975,388.2841034,293,0.0001
0.070902375,388.5580868,293,0.0001
0.07105837599999999,388.7536461,293,0.0001
0.071206691,389.0054838,293,0.0001
0.07135689099999999,389.168301,293,0.0001
0.071516361,389.4301155,293,0.0001
0.07167216400000001,389.6057702,293,0.0001
0.071830296,389.8563973,293,0.0001
0.07199333599999999,390.0057744,293,0.0001
0.072155448,390.16494339999997,293,0.0001
0.07231288799999999,390.4141191,293,0.0001
0.072467975,390.59328910000005,293,0.0001
0.072624882,390.8080585,293,0.0001
0.072779711,390.96959219999997,293,0.0001
0.07292368099999999,391.2252559,293,0.0001
0.07309141200000001,391.3983387,293,0.0001
0.073248319,391.65790469999996,293,0.0001
0.073416023,391.8187355,293,0.0001
0.073577118,392.0423111,293,0.0001
0.073742121,392.2621568,293,0.0001
0.073895688,392.49304700000005,293,0.0001
0.074059613,392.68591789999994,293,0.0001
0.074216731,392.84963089999997,293,0.0001
0.07437574,393.0427514,293,0.0001
0.074534239,393.2286883,293,0.0001
0.07469273400000001,393.4390255,293,0.0001
0.074858098,393.6475258,293,0.0001
0.07501135,393.8699376,293,0.0001
0.07516282,394.054155,293,0.0001
0.07531979,394.32938889999997,293,0.0001
0.075477032,394.47262969999997,293,0.0001
0.075613716,394.6662704,293,0.0001
0.075775855,394.833132,293,0.0001
0.07593665200000001,395.0731215,293,0.0001
0.076094578,395.2561231,293,0.0001
0.076251473,395.4434812,293,0.0001
0.076407219,395.6144438,293,0.0001
0.076565672,395.818196,293,0.0001
0.076706243,396.03452599999997,293,0.0001
0.07684868,396.21037889999997,293,0.0001
0.077021196,396.4858892,293,0.0001
0.07717314,396.6066775,293,0.0001
0.077326703,396.86299219999995,293,0.0001
0.077492667,397.0281922,293,0.0001
0.077647224,397.2278014,293,0.0001
0.077808257,397.39470869999997,293,0.0001
0.077959403,397.5886856,293,0.0001
0.078119815,397.7927357,293,0.0001
0.07827300599999999,397.96457119999997,293,0.0001
0.078435213,398.1730137,293,0.0001
0.07858839299999999,398.3409784,293,0.0001
0.078744678,398.5563145,293,0.0001
0.07890403900000001,398.7596368,293,0.0001
0.079062522,399.003163,293,0.0001
0.07922886900000001,399.1374967,293,0.0001
0.079389217,399.3658557,293,0.0001
0.079542529,399.5496608,293,0.0001
0.079715195,399.7712126,293,0.0001
0.079864378,399.91123569999996,293,0.0001
0.080025396,400.1428555,293,0.0001
0.08017250000000001,400.28683019999994,293,0.0001
0.080341892,400.46386889999997,293,0.0001
0.08050214,400.68832779999997,293,0.0001
0.08065595099999999,400.8585672,293,0.0001
0.080810337,401.05122689999996,293,0.0001
0.080955993,401.24197819999995,293,0.0001
0.081110139,401.5121106,293,0.0001
0.08128363,401.6308098,293,0.0001
0.081433863,401.8382409,293,0.0001
0.081581684,401.9782351,293,0.0001
0.081742001,402.1837086,293,0.0001
0.08189260799999999,402.34668239999996,293,0.0001
0.082049151,402.5560943,293,0.0001
0.082207757,402.71056810000005,293,0.0001
0.082364066,402.88887810000006,293,0.0001
0.082519946,403.12580330000003,293,0.0001
0.082674485,403.30650069999996,293,0.0001
0.082818358,403.52353539999996,293,0.0001
0.082967275,403.6621838,293,0.0001
0.083131373,403.92504510000003,293,0.0001
0.083291564,404.0564218,293,0.0001
0.08345049,404.2762876,293,0.0001
0.083603457,404.4016818,293,0.0001
0.083761611,404.5892523,293,0.0001
0.08392462,404.7755813,293,0.0001
0.08408133599999999,404.9686329,293,0.0001
0.08423527,405.1221061,293,0.0001
0.08438872,405.31974180000003,293,0.0001
0.08455356,405.5260731,293,0.0001
0.084719791,405.7317416,293,0.0001
0.08487949800000001,405.92753239999996,293,0.0001
0.08504634800000001,406.0994973,293,0.0001
0.085206155,406.3006119,293,0.0001
0.08536425199999999,406.45425930000005,293,0.0001
0.085522258,406.66853439999994,293,0.0001
0.085685369,406.8224642,293,0.0001
0.08583919,407.0004689,293,0.0001
0.08599864199999999,407.1205795,293,0.0001
0.08616037900000001,407.3588115,293,0.0001
0.086322267,407.5334012,293,0.0001
0.086476126,407.74067149999996,293,0.0001
0.08662468300000001,407.92447660000005,293,0.0001
0.086773364,408.0980764,293,0.0001
0.08693544800000001,408.30029160000004,293,0.0001
0.087095199,408.45383389999995,293,0.0001
0.087235316,408.65814639999996,293,0.0001
0.08738846300000001,408.7547645,293,0.0001
0.087546931,408.98352880000004,293,0.0001
0.087695415,409.1453091,293,0.0001
0.08785384800000001,409.33842180000005,293,0.0001
0.08801059800000001,409.44969069999996,293,0.0001
0.088164042,409.676832,293,0.0001
0.08832760199999999,409.8746365,293,0.0001
0.08848363,410.0516077,293,0.0001
0.08863446300000001,410.2363762,293,0.0001
0.088792685,410.38695079999997,293,0.0001
0.088961666,410.59619019999997,293,0.0001
0.089117856,410.7425546,293,0.0001
0.089279861,410.9449962,293,0.0001
0.089447557,411.0532748,293,0.0001
0.08960565599999999,411.2412897,293,0.0001
0.08976277199999999,411.40221160000004,293,0.0001
0.089918514,411.6191622,293,0.0001
0.090091411,411.778602,293,0.0001
0.09024388900000001,411.97793060000004,293,0.0001
0.090410355,412.1126867,293,0.0001
0.090571474,412.314815,293,0.0001
0.090727819,412.51065889999995,293,0.0001
0.090897583,412.6812445,293,0.0001
0.091057258,412.8322003,293,0.0001
0.09121581599999999,413.0105921,293,0.0001
0.09137306699999999,413.2442317,293,0.0001
0.091536613,413.3550586,293,0.0001
0.09168887699999999,413.5520313,293,0.0001
0.091837449,413.6803858,293,0.0001
0.092002655,413.895887,293,0.0001
0.09216468900000001,414.03988169999997,293,0.0001
0.09232003300000001,414.2367772,293,0.0001
0.092471796,414.3868955,293,0.0001
0.092638346,414.5574972,293,0.0001
0.09280086,414.77801139999997,293,0.0001
0.092948534,414.91531430000003,293,0.0001
0.093100284,415.06075830000003,293,0.0001
0.093259632,415.2011925,293,0.0001
0.09341711,415.4316003,293,0.0001
0.0935682,415.5459048,293,0.0001
0.09372599599999999,415.7210877,293,0.0001
0.093885291,415.8372236,293,0.0001
0.09404252699999999,416.0717737,293,0.0001
0.094203429,416.2288085,293,0.0001
0.094346221,416.440587,293,0.0001
0.094505391,416.5898611,293,0.0001
0.09466756900000001,416.7422108,293,0.0001
0.094816159,416.9314349,293,0.0001
0.09497798199999999,417.09665939999996,293,0.0001
0.095137772,417.2476993,293,0.0001
0.09530045300000001,417.3676217,293,0.0001
0.09545740400000001,417.5728073,293,0.0001
0.095612178,417.7160535,293,0.0001
0.095773419,417.9235733,293,0.0001
0.09593038,418.0573015,293,0.0001
0.09608598,418.23100939999995,293,0.0001
0.09624729300000001,418.3861587,293,0.0001
0.09640572300000001,418.62735760000004,293,0.0001
0.096565926,418.76007089999996,293,0.0001
0.096729605,418.9036128,293,0.0001
0.09688117199999999,419.0791195,293,0.0001
0.09702577400000001,419.2268682,293,0.0001
0.097182893,419.4312433999999,293,0.0001
0.097349542,419.53386839999996,293,0.0001
0.097507551,419.7066257,293,0.0001
0.09765673300000001,419.8087142,293,0.0001
0.097813854,420.0539209,293,0.0001
0.09796591699999999,420.1926631,293,0.0001
